battery_percentage,distance,total_chargers,occupied_chargers,queue_length,charging_speed,wait_time
15,0.0965,4,0,0,60,0
15,0.0816,5,1,0,60,0
15,0.0231,3,0,0,60,0
15,0.1249,8,6,0,60,0
34,0.1391,6,3,0,60,0
34,0.1969,4,0,0,60,0
34,0.182,5,1,0,60,0
34,0.1233,3,0,0,60,0
34,0.0828,8,6,0,60,0
28,0.055,6,3,0,60,0
28,0.1127,4,0,0,60,0
28,0.0996,5,1,0,60,0
28,0.0419,3,1,0,60,0
28,0.1196,8,6,0,60,0
18,0.1163,6,3,0,60,0
18,0.1398,4,0,0,60,0
18,0.1495,5,2,0,60,0
18,0.1272,3,1,0,60,0
18,0.2278,8,6,0,60,0
23,0.1453,6,3,0,60,0
23,0.2031,4,1,0,60,0
23,0.1882,5,2,0,60,0
23,0.1295,3,1,0,60,0
23,0.0836,8,6,0,60,0
33,0.1696,6,3,0,60,0
33,0.201,4,1,0,60,0
33,0.1749,5,2,0,60,0
33,0.1511,3,1,0,60,0
33,0.0959,8,7,0,60,0
57,0.0595,6,4,0,60,0
57,0.0543,4,1,0,60,0
57,0.0293,5,2,0,60,0
57,0.0619,3,1,0,60,0
57,0.1745,8,7,0,60,0
27,0.0485,6,4,0,60,0
27,0.0914,4,1,0,60,0
27,0.0906,5,3,0,60,0
27,0.056,3,1,0,60,0
27,0.1698,8,7,0,60,0
11,0.1312,6,4,0,60,0
11,0.1601,4,2,0,60,0
11,0.134,5,3,0,60,0
11,0.114,3,1,0,60,0
11,0.1016,8,7,0,60,0
41,0.0806,6,4,0,60,0
41,0.1324,4,2,0,60,0
41,0.1269,5,3,0,60,0
41,0.0769,3,2,0,60,0
41,0.1467,8,7,0,60,0
21,0.1262,6,5,0,60,0
21,0.1835,4,2,0,60,0
21,0.1666,5,3,0,60,0
21,0.1085,3,2,0,60,0
21,0.0659,8,7,0,60,0
43,0.1176,6,5,0,60,0
43,0.1441,4,2,0,60,0
43,0.118,5,3,0,60,0
43,0.1014,3,2,0,60,0
43,0.11,8,8,0,60,15
49,0.1077,6,5,0,60,0
49,0.1363,4,2,0,60,0
49,0.1438,5,4,0,60,0
49,0.117,3,2,0,60,0
49,0.2142,8,8,0,60,15
22,0.0973,6,5,0,60,0
22,0.1099,4,3,0,60,0
22,0.123,5,4,0,60,0
22,0.1124,3,2,0,60,0
22,0.2303,8,8,0,60,15
28,0.0904,6,6,0,60,15
28,0.0387,4,3,0,60,0
28,0.0451,5,4,0,60,0
28,0.1039,3,2,0,60,0
28,0.231,8,8,0,60,15
45,0.1476,6,6,0,60,15
45,0.205,4,4,0,60,15
45,0.1881,5,4,0,60,0
45,0.13,3,2,0,60,0
45,0.0642,8,8,0,60,15
23,0.0588,6,6,0,60,15
23,0.1101,4,4,0,60,15
23,0.1049,5,4,0,60,0
23,0.0578,3,3,0,60,15
23,0.1505,8,8,0,60,15
64,0.1434,6,6,0,60,15
64,0.1918,4,4,0,60,15
64,0.1683,5,5,0,60,15
64,0.1225,3,3,0,60,15
64,0.0266,8,8,0,60,15
12,0.0913,6,6,0,60,15
12,0.1484,4,4,0,60,15
12,0.1367,5,5,0,60,15
12,0.0791,3,3,0,60,15
12,0.1108,8,8,1,60,15
48,0.0669,6,6,0,60,15
48,0.1221,4,4,0,60,15
48,0.1033,5,5,0,60,15
48,0.0469,3,3,1,60,15
48,0.0946,8,8,1,60,15
8,0.0481,6,6,0,60,15
8,0.0745,4,4,0,60,15
8,0.0492,5,5,0,60,15
8,0.0392,3,3,2,60,15
8,0.1424,8,8,1,60,15
26,0.126,6,6,0,60,15
26,0.1643,4,4,0,60,15
26,0.1388,5,5,0,60,15
26,0.1064,3,3,3,60,45
26,0.0735,8,8,1,60,15
19,0.1636,6,6,0,60,15
19,0.1972,4,4,0,60,15
19,0.1712,5,5,0,60,15
19,0.1446,3,3,3,60,45
19,0.0865,8,8,2,60,15
10,0.0238,6,6,0,60,15
10,0.0386,4,4,0,60,15
10,0.0228,5,5,0,60,15
10,0.0374,3,3,3,60,45
10,0.1736,8,8,3,60,15
5,0.0711,6,6,0,60,15
5,0.029,4,4,0,60,15
5,0.0247,5,5,1,60,15
5,0.0832,3,3,3,60,45
5,0.2099,8,8,3,60,15
16,0.0751,6,6,0,60,15
16,0.0174,4,4,0,60,15
16,0.0403,5,5,2,60,15
16,0.0927,3,3,3,60,45
16,0.2287,8,8,3,60,15
57,0.0885,6,6,0,60,15
57,0.1357,4,4,1,60,15
57,0.1335,5,5,2,60,15
57,0.0885,3,3,3,60,45
57,0.1635,8,8,3,60,15
10,0.1034,6,6,1,60,15
10,0.1371,4,4,1,60,15
10,0.1423,5,5,2,60,15
10,0.1107,3,3,3,60,45
10,0.2023,8,8,3,60,15
13,0.1187,6,6,2,60,15
13,0.1763,4,4,1,60,15
13,0.1601,5,5,2,60,15
13,0.1016,3,3,3,60,45
13,0.0737,8,8,3,60,15
36,0.1604,6,6,2,60,15
36,0.1897,4,4,1,60,15
36,0.1635,5,5,2,60,15
36,0.1426,3,3,3,60,45
36,0.1013,8,8,4,60,15
26,0.1365,6,6,2,60,15
26,0.171,4,4,1,60,15
26,0.1451,5,5,2,60,15
26,0.1177,3,3,3,60,45
26,0.0831,8,8,5,60,15
45,0.1117,6,6,2,60,15
45,0.1615,4,4,1,60,15
45,0.1577,5,5,2,60,15
45,0.1085,3,3,3,60,45
45,0.1587,8,8,6,60,15
26,0.0856,6,6,3,60,15
26,0.0297,4,4,1,60,15
26,0.0437,5,5,2,60,15
26,0.1012,3,3,3,60,45
26,0.2328,8,8,6,60,15
25,0.0529,6,6,3,60,15
25,0.075,4,4,2,60,15
25,0.0492,5,5,2,60,15
25,0.0449,3,3,3,60,45
25,0.1448,8,8,6,60,15
47,0.1115,6,6,3,60,15
47,0.168,4,4,2,60,15
47,0.1576,5,5,3,60,15
47,0.1005,3,3,3,60,45
47,0.1165,8,8,6,60,15
28,0.1885,6,6,4,60,15
28,0.2463,4,4,2,60,15
28,0.2306,5,5,3,60,15
28,0.1721,3,3,3,60,45
28,0.0922,8,8,6,60,15
80,0.039,6,0,0,60,0
80,0.0656,4,0,0,60,0
80,0.0699,5,0,0,60,0
80,0.0559,3,0,0,60,0
80,0.1871,8,0,0,60,0
22,0.1563,6,1,0,60,0
22,0.2138,4,0,0,60,0
22,0.2008,5,0,0,60,0
22,0.1422,3,0,0,60,0
22,0.1019,8,0,0,60,0
58,0.1306,6,1,0,60,0
58,0.1882,4,0,0,60,0
58,0.175,5,0,0,60,0
58,0.1165,3,0,0,60,0
58,0.0964,8,1,0,60,0
14,0.0943,6,1,0,60,0
14,0.1446,4,0,0,60,0
14,0.1404,5,0,0,60,0
14,0.0914,3,0,0,60,0
14,0.1535,8,2,0,60,0
14,0.1209,6,2,0,60,0
14,0.1735,4,0,0,60,0
14,0.1675,5,0,0,60,0
14,0.1148,3,0,0,60,0
14,0.1468,8,2,0,60,0
44,0.0263,6,2,0,60,0
44,0.077,4,0,0,60,0
44,0.0713,5,0,0,60,0
44,0.0336,3,0,0,60,0
44,0.1593,8,3,0,60,0
18,0.0093,6,2,0,60,0
18,0.0634,4,0,0,60,0
18,0.0548,5,1,0,60,0
18,0.0236,3,0,0,60,0
18,0.1603,8,3,0,60,0
41,0.0158,6,3,0,60,0
41,0.0421,4,0,0,60,0
41,0.0321,5,1,0,60,0
41,0.034,3,0,0,60,0
41,0.1731,8,3,0,60,0
16,0.0781,6,3,0,60,0
16,0.1325,4,0,0,60,0
16,0.1128,5,2,0,60,0
16,0.0578,3,0,0,60,0
16,0.083,8,3,0,60,0
52,0.0682,6,3,0,60,0
52,0.0342,4,0,0,60,0
52,0.0219,5,2,0,60,0
52,0.0784,3,0,0,60,0
52,0.2022,8,4,0,60,0
19,0.0421,6,3,0,60,0
19,0.0333,4,1,0,60,0
19,0.0451,5,2,0,60,0
19,0.063,3,0,0,60,0
19,0.2024,8,4,0,60,0
22,0.071,6,3,0,60,0
22,0.0289,4,2,0,60,0
22,0.0245,5,2,0,60,0
22,0.083,3,0,0,60,0
22,0.2097,8,4,0,60,0
19,0.1036,6,3,0,60,0
19,0.1424,4,2,0,60,0
19,0.1172,5,3,0,60,0
19,0.0842,3,0,0,60,0
19,0.0835,8,4,0,60,0
40,0.0463,6,3,0,60,0
40,0.1039,4,2,0,60,0
40,0.0891,5,3,0,60,0
40,0.0305,3,0,0,60,0
40,0.1197,8,5,0,60,0
31,0.0326,6,3,0,60,0
31,0.0367,4,2,0,60,0
31,0.0154,5,3,0,60,0
31,0.0433,3,1,0,60,0
31,0.1757,8,5,0,60,0
59,0.0922,6,4,0,60,0
59,0.0496,4,2,0,60,0
59,0.0456,5,3,0,60,0
59,0.1023,3,1,0,60,0
59,0.2217,8,5,0,60,0
19,0.027,6,4,0,60,0
19,0.0802,4,2,0,60,0
19,0.0731,5,4,0,60,0
19,0.0309,3,1,0,60,0
19,0.1542,8,5,0,60,0
8,0.1169,6,5,0,60,0
8,0.1723,4,2,0,60,0
8,0.1634,5,4,0,60,0
8,0.1076,3,1,0,60,0
8,0.1269,8,5,0,60,0
49,0.0464,6,5,0,60,0
49,0.0878,4,2,0,60,0
49,0.0876,5,4,0,60,0
49,0.0553,3,1,0,60,0
49,0.1722,8,6,0,60,0
18,0.0597,6,5,0,60,0
18,0.0592,4,2,0,60,0
18,0.0337,5,4,0,60,0
18,0.0601,3,2,0,60,0
18,0.1693,8,6,0,60,0
15,0.0637,6,5,0,60,0
15,0.0789,4,3,0,60,0
15,0.0894,5,4,0,60,0
15,0.0805,3,2,0,60,0
15,0.2075,8,6,0,60,0
27,0.0913,6,6,0,60,15
27,0.088,4,3,0,60,0
27,0.0646,5,4,0,60,0
27,0.0877,3,2,0,60,0
27,0.1712,8,6,0,60,0
36,0.0991,6,6,0,60,15
36,0.1445,4,3,0,60,0
36,0.1436,5,5,0,60,15
36,0.0999,3,2,0,60,0
36,0.1717,8,6,0,60,0
18,0.1405,6,6,0,60,15
18,0.1779,4,3,0,60,0
18,0.1522,5,5,0,60,15
18,0.121,3,3,0,60,15
18,0.0726,8,6,0,60,0
29,0.0849,6,6,0,60,15
29,0.1256,4,3,0,60,0
29,0.127,5,5,0,60,15
29,0.0897,3,3,0,60,15
29,0.1804,8,7,0,60,0
10,0.1477,6,6,0,60,15
10,0.2007,4,4,0,60,15
10,0.1792,5,5,0,60,15
10,0.1272,3,3,0,60,15
10,0.0162,8,7,0,60,0
31,0.1743,6,6,0,60,15
31,0.2102,4,4,0,60,15
31,0.1844,5,5,0,60,15
31,0.1548,3,3,0,60,15
31,0.0803,8,8,0,60,15
25,0.0272,6,6,0,60,15
25,0.0669,4,4,0,60,15
25,0.0657,5,5,0,60,15
25,0.0421,3,3,0,60,15
25,0.1733,8,8,1,60,15
22,0.0078,6,6,1,60,15
22,0.05,4,4,0,60,15
22,0.0403,5,5,0,60,15
22,0.0279,3,3,0,60,15
22,0.1675,8,8,1,60,15
25,0.0754,6,6,2,60,15
25,0.1244,4,4,0,60,15
25,0.1022,5,5,0,60,15
25,0.0545,3,3,0,60,15
25,0.0875,8,8,1,60,15
46,0.0714,6,6,2,60,15
46,0.1183,4,4,0,60,15
46,0.0955,5,5,0,60,15
46,0.0509,3,3,1,60,15
46,0.094,8,8,1,60,15
87,0.0527,6,6,2,60,15
87,0.0193,4,4,0,60,15
87,0.0085,5,5,0,60,15
87,0.0663,3,3,2,60,15
87,0.198,8,8,1,60,15
9,0.1716,6,6,2,60,15
9,0.2283,4,4,0,60,15
9,0.2098,5,5,1,60,15
9,0.1529,3,3,2,60,15
9,0.0542,8,8,1,60,15
24,0.0639,6,6,2,60,15
24,0.0357,4,4,0,60,15
24,0.0187,5,5,1,60,15
24,0.0732,3,3,2,60,15
24,0.1963,8,8,2,60,15
32,0.0411,6,6,2,60,15
32,0.0929,4,4,0,60,15
32,0.087,5,5,2,60,15
32,0.0423,3,3,2,60,15
32,0.1525,8,8,2,60,15
12,0.0892,6,6,3,60,15
12,0.1219,4,4,0,60,15
12,0.0962,5,5,2,60,15
12,0.0722,3,3,2,60,15
12,0.1062,8,8,2,60,15
89,0.1487,6,6,3,60,15
89,0.1788,4,4,0,60,15
89,0.1527,5,5,2,60,15
89,0.1308,3,3,3,60,45
89,0.0973,8,8,2,60,15
9,0.1633,6,6,3,60,15
9,0.2206,4,4,0,60,15
9,0.2034,5,5,2,60,15
9,0.1455,3,3,3,60,45
9,0.0645,8,8,3,60,15
32,0.1323,6,6,3,60,15
32,0.189,4,4,0,60,15
32,0.1708,5,5,2,60,15
32,0.1137,3,3,3,60,45
32,0.0529,8,8,4,60,15
34,0.1094,6,6,3,60,15
34,0.1433,4,4,0,60,15
34,0.1485,5,5,2,60,15
34,0.1163,3,3,3,60,45
34,0.2047,8,8,5,60,15
49,0.1033,6,6,4,60,15
49,0.1566,4,4,0,60,15
49,0.1358,5,5,2,60,15
49,0.0827,3,3,3,60,45
49,0.0575,8,8,5,60,15
19,0.1522,6,6,4,60,15
19,0.1972,4,4,0,60,15
19,0.1727,5,5,2,60,15
19,0.1314,3,3,3,60,45
19,0.039,8,8,6,60,15
6,0.0597,6,6,4,60,15
6,0.0495,4,4,0,60,15
6,0.0251,5,5,2,60,15
6,0.0639,3,3,3,60,45
6,0.1796,8,8,7,60,15
17,0.0711,6,6,4,60,15
17,0.0225,4,4,0,60,15
17,0.0265,5,5,3,60,15
17,0.085,3,3,3,60,45
17,0.2149,8,8,7,60,15
26,0.1509,6,6,4,60,15
26,0.1889,4,4,1,60,15
26,0.1633,5,5,3,60,15
26,0.1312,3,3,3,60,45
26,0.0691,8,8,7,60,15
19,0.0048,6,6,4,60,15
19,0.0623,4,4,1,60,15
19,0.0501,5,5,3,60,15
19,0.0166,3,3,3,60,45
19,0.1557,8,8,8,60,45
30,0.0695,6,6,5,60,15
30,0.125,4,4,1,60,15
30,0.116,5,5,3,60,15
30,0.0617,3,3,3,60,45
30,0.1308,8,8,8,60,45
25,0.0525,6,6,6,60,45
25,0.047,4,4,1,60,15
25,0.0213,5,5,3,60,15
25,0.057,3,3,3,60,45
25,0.176,8,8,8,60,45
14,0.0342,6,6,6,60,45
14,0.0717,4,4,1,60,15
14,0.049,5,5,4,60,15
14,0.0235,3,3,3,60,45
14,0.1406,8,8,8,60,45
20,0.1215,6,0,0,60,0
20,0.1369,4,0,0,60,0
20,0.1497,5,0,0,60,0
20,0.1348,3,0,0,60,0
20,0.2432,8,0,0,60,0
24,0.1092,6,1,0,60,0
24,0.127,4,0,0,60,0
24,0.1011,5,0,0,60,0
24,0.0963,3,0,0,60,0
24,0.132,8,0,0,60,0
5,0.111,6,1,0,60,0
5,0.1295,4,0,0,60,0
5,0.141,5,0,0,60,0
5,0.1238,3,0,0,60,0
5,0.232,8,1,0,60,0
64,0.0447,6,2,0,60,0
64,0.0237,4,0,0,60,0
64,0.0378,5,0,0,60,0
64,0.0651,3,0,0,60,0
64,0.2047,8,1,0,60,0
36,0.1375,6,2,0,60,0
36,0.1803,4,0,0,60,0
36,0.1554,5,1,0,60,0
36,0.1171,3,0,0,60,0
36,0.0531,8,1,0,60,0
23,0.091,6,2,0,60,0
23,0.1444,4,0,0,60,0
23,0.1376,5,1,0,60,0
23,0.0849,3,0,0,60,0
23,0.1389,8,2,0,60,0
17,0.1512,6,2,0,60,0
17,0.2089,4,0,0,60,0
17,0.1952,5,1,0,60,0
17,0.1365,3,0,0,60,0
17,0.0953,8,3,0,60,0
12,0.1478,6,2,0,60,0
12,0.1886,4,0,0,60,0
12,0.1633,5,1,0,60,0
12,0.1276,3,0,0,60,0
12,0.0584,8,4,0,60,0
10,0.0902,6,2,0,60,0
10,0.1291,4,0,0,60,0
10,0.1316,5,1,0,60,0
10,0.0956,3,0,0,60,0
10,0.1859,8,5,0,60,0
20,0.0449,6,3,0,60,0
20,0.0181,4,0,0,60,0
20,0.0096,5,1,0,60,0
20,0.0599,3,0,0,60,0
20,0.1944,8,5,0,60,0
15,0.0837,6,3,0,60,0
15,0.0786,4,0,0,60,0
15,0.0552,5,2,0,60,0
15,0.0816,3,0,0,60,0
15,0.1733,8,5,0,60,0
11,0.0373,6,3,0,60,0
11,0.093,4,1,0,60,0
11,0.0839,5,2,0,60,0
11,0.0336,3,0,0,60,0
11,0.1429,8,5,0,60,0
10,0.0986,6,3,0,60,0
10,0.1532,4,1,0,60,0
10,0.1333,5,2,0,60,0
10,0.0785,3,1,0,60,0
10,0.0638,8,5,0,60,0
52,0.0584,6,3,0,60,0
52,0.1005,4,1,0,60,0
52,0.1005,5,2,0,60,0
52,0.0649,3,1,0,60,0
52,0.172,8,6,0,60,0
47,0.0519,6,4,0,60,0
47,0.1023,4,1,0,60,0
47,0.0815,5,2,0,60,0
47,0.031,3,1,0,60,0
47,0.1099,8,6,0,60,0
17,0.0817,6,4,0,60,0
17,0.1228,4,1,0,60,0
17,0.0983,5,2,0,60,0
17,0.0623,3,2,0,60,0
17,0.0944,8,6,0,60,0
14,0.0299,6,4,0,60,0
14,0.0778,4,1,0,60,0
14,0.0738,5,3,0,60,0
14,0.0384,3,2,0,60,0
14,0.1628,8,6,0,60,0
46,0.0861,6,4,0,60,0
46,0.1308,4,2,0,60,0
46,0.107,5,3,0,60,0
46,0.0657,3,2,0,60,0
46,0.0838,8,6,0,60,0
45,0.0695,6,4,0,60,0
45,0.0952,4,2,0,60,0
45,0.0692,5,3,0,60,0
45,0.0567,3,2,0,60,0
45,0.1302,8,7,0,60,0
35,0.1649,6,4,0,60,0
35,0.2019,4,2,0,60,0
35,0.1761,5,4,0,60,0
35,0.1453,3,2,0,60,0
35,0.0743,8,7,0,60,0
60,0.0357,6,4,0,60,0
60,0.0796,4,2,0,60,0
60,0.0579,5,4,0,60,0
60,0.0195,3,2,0,60,0
60,0.1323,8,8,0,60,15
9,0.0769,6,5,0,60,0
9,0.1318,4,2,0,60,0
9,0.1235,5,4,0,60,0
9,0.0696,3,2,0,60,0
9,0.1324,8,8,0,60,15
8,0.0245,6,5,0,60,0
8,0.0803,4,2,0,60,0
8,0.0642,5,4,0,60,0
8,0.0055,3,3,0,60,15
8,0.1359,8,8,0,60,15
17,0.1615,6,6,0,60,15
17,0.2191,4,2,0,60,0
17,0.2058,5,4,0,60,0
17,0.1471,3,3,0,60,15
17,0.1019,8,8,0,60,15
22,0.0698,6,6,0,60,15
22,0.1134,4,3,0,60,0
22,0.0897,5,4,0,60,0
22,0.0501,3,3,0,60,15
22,0.1004,8,8,0,60,15
87,0.0406,6,6,0,60,15
87,0.0717,4,3,0,60,0
87,0.0749,5,5,0,60,15
87,0.0556,3,3,0,60,15
87,0.1837,8,8,0,60,15
10,0.0504,6,6,0,60,15
10,0.0977,4,4,0,60,15
10,0.0758,5,5,0,60,15
10,0.0303,3,3,0,60,15
10,0.1142,8,8,0,60,15
27,0.0624,6,6,0,60,15
27,0.0131,4,4,0,60,15
27,0.0209,5,5,0,60,15
27,0.0776,3,3,1,60,15
27,0.2104,8,8,0,60,15
51,0.0824,6,6,0,60,15
51,0.0666,4,4,1,60,15
51,0.046,5,5,0,60,15
51,0.0845,3,3,1,60,15
51,0.1872,8,8,0,60,15
31,0.1012,6,6,0,60,15
31,0.1577,4,4,1,60,15
31,0.1397,5,5,1,60,15
31,0.0824,3,3,1,60,15
31,0.0697,8,8,0,60,15
20,0.0147,6,6,0,60,15
20,0.0447,4,4,1,60,15
20,0.0389,5,5,1,60,15
20,0.0353,3,3,1,60,15
20,0.1749,8,8,1,60,15
5,0.1055,6,6,1,60,15
5,0.1485,4,4,1,60,15
5,0.124,5,5,1,60,15
5,0.0853,3,3,1,60,15
5,0.0715,8,8,1,60,15
42,0.0697,6,6,1,60,15
42,0.0836,4,4,1,60,15
42,0.0949,5,5,1,60,15
42,0.0863,3,3,1,60,15
42,0.212,8,8,2,60,15
35,0.1014,6,6,2,60,15
35,0.1388,4,4,1,60,15
35,0.1422,5,5,1,60,15
35,0.1069,3,3,1,60,15
35,0.1933,8,8,2,60,15
45,0.1021,6,6,3,60,15
45,0.1535,4,4,1,60,15
45,0.1484,5,5,1,60,15
45,0.0977,3,3,1,60,15
45,0.1496,8,8,2,60,15
9,0.018,6,6,3,60,15
9,0.067,4,4,1,60,15
9,0.0615,5,5,1,60,15
9,0.031,3,3,2,60,15
9,0.1638,8,8,2,60,15
45,0.0413,6,6,4,60,15
45,0.0927,4,4,1,60,15
45,0.0871,5,5,1,60,15
45,0.0431,3,3,2,60,15
45,0.1537,8,8,2,60,15
86,0.069,6,6,5,60,15
86,0.0474,4,4,1,60,15
86,0.0277,5,5,1,60,15
86,0.0752,3,3,2,60,15
86,0.1912,8,8,2,60,15
5,0.079,6,6,5,60,15
5,0.1159,4,4,1,60,15
5,0.119,5,5,2,60,15
5,0.0863,3,3,2,60,15
5,0.1864,8,8,2,60,15
43,0.095,6,0,0,60,0
43,0.1522,4,0,0,60,0
43,0.1403,5,0,0,60,0
43,0.0826,3,0,0,60,0
43,0.1091,8,0,0,60,0
6,0.0918,6,0,0,60,0
6,0.1107,4,0,0,60,0
6,0.0847,5,0,0,60,0
6,0.0796,3,0,0,60,0
6,0.1331,8,1,0,60,0
59,0.0879,6,0,0,60,0
59,0.1255,4,0,0,60,0
59,0.1004,5,0,0,60,0
59,0.0693,3,0,0,60,0
59,0.0966,8,2,0,60,0
58,0.09,6,1,0,60,0
58,0.0474,4,0,0,60,0
58,0.0434,5,0,0,60,0
58,0.1003,3,0,0,60,0
58,0.2206,8,2,0,60,0
26,0.1459,6,1,0,60,0
26,0.2036,4,0,0,60,0
26,0.1896,5,1,0,60,0
26,0.1308,3,0,0,60,0
26,0.0906,8,2,0,60,0
27,0.1616,6,1,0,60,0
27,0.1979,4,0,0,60,0
27,0.1721,5,1,0,60,0
27,0.1421,3,0,0,60,0
27,0.0761,8,3,0,60,0
5,0.0574,6,1,0,60,0
5,0.1145,4,0,0,60,0
5,0.1032,5,1,0,60,0
5,0.0468,3,0,0,60,0
5,0.1247,8,4,0,60,0
28,0.1655,6,2,0,60,0
28,0.2232,4,0,0,60,0
28,0.2069,5,1,0,60,0
28,0.1486,3,0,0,60,0
28,0.0753,8,4,0,60,0
15,0.1025,6,2,0,60,0
15,0.0499,4,0,0,60,0
15,0.0571,5,1,0,60,0
15,0.1159,3,0,0,60,0
15,0.2415,8,5,0,60,0
18,0.0472,6,2,0,60,0
18,0.0353,4,1,0,60,0
18,0.0092,5,1,0,60,0
18,0.0561,3,0,0,60,0
18,0.1828,8,5,0,60,0
16,0.0384,6,2,0,60,0
16,0.0715,4,1,0,60,0
16,0.0478,5,2,0,60,0
16,0.0288,3,0,0,60,0
16,0.1417,8,5,0,60,0
7,0.0237,6,3,0,60,0
7,0.0428,4,1,0,60,0
7,0.0434,5,2,0,60,0
7,0.0447,3,0,0,60,0
7,0.1838,8,5,0,60,0
11,0.0086,6,4,0,60,0
11,0.0511,4,1,0,60,0
11,0.0382,5,2,0,60,0
11,0.0246,3,0,0,60,0
11,0.1638,8,5,0,60,0
19,0.0834,6,4,0,60,0
19,0.1345,4,1,0,60,0
19,0.1296,5,2,0,60,0
19,0.0804,3,1,0,60,0
19,0.1496,8,5,0,60,0
24,0.1088,6,4,0,60,0
24,0.1275,4,1,0,60,0
24,0.1016,5,3,0,60,0
24,0.0956,3,1,0,60,0
24,0.13,8,5,0,60,0
28,0.1698,6,4,0,60,0
28,0.2053,4,2,0,60,0
28,0.1794,5,3,0,60,0
28,0.1505,3,1,0,60,0
28,0.081,8,5,0,60,0
23,0.0726,6,4,0,60,0
23,0.1059,4,2,0,60,0
23,0.1104,5,3,0,60,0
23,0.0823,3,1,0,60,0
23,0.1906,8,6,0,60,0
63,0.0392,6,5,0,60,0
63,0.0288,4,2,0,60,0
63,0.0074,5,3,0,60,0
63,0.0517,3,1,0,60,0
63,0.1842,8,6,0,60,0
47,0.0963,6,5,0,60,0
47,0.1526,4,2,0,60,0
47,0.1344,5,4,0,60,0
47,0.0773,3,1,0,60,0
47,0.0719,8,6,0,60,0
51,0.0986,6,5,0,60,0
51,0.1553,4,2,0,60,0
51,0.1445,5,4,0,60,0
51,0.0874,3,1,0,60,0
51,0.1147,8,7,0,60,0
12,0.1369,6,5,0,60,0
12,0.1718,4,2,0,60,0
12,0.1459,5,4,0,60,0
12,0.118,3,2,0,60,0
12,0.082,8,7,0,60,0
23,0.0854,6,5,0,60,0
23,0.0848,4,2,0,60,0
23,0.0606,5,4,0,60,0
23,0.0814,3,2,0,60,0
23,0.1669,8,8,0,60,15
24,0.0774,6,5,0,60,0
24,0.0196,4,3,0,60,0
24,0.0414,5,4,0,60,0
24,0.0948,3,2,0,60,0
24,0.2302,8,8,0,60,15
8,0.0427,6,5,0,60,0
8,0.0915,4,4,0,60,15
8,0.0875,5,4,0,60,0
8,0.0469,3,2,0,60,0
8,0.1592,8,8,0,60,15
7,0.1248,6,6,0,60,15
7,0.176,4,4,0,60,15
7,0.1539,5,4,0,60,0
7,0.1039,3,2,0,60,0
7,0.0359,8,8,0,60,15
18,0.1255,6,6,0,60,15
18,0.1832,4,4,0,60,15
18,0.1682,5,4,0,60,0
18,0.1095,3,3,0,60,15
18,0.0816,8,8,0,60,15
64,0.1336,6,6,0,60,15
64,0.1757,4,4,0,60,15
64,0.1508,5,5,0,60,15
64,0.1132,3,3,0,60,15
64,0.0569,8,8,0,60,15
5,0.1472,6,6,0,60,15
5,0.1976,4,4,0,60,15
5,0.1748,5,5,0,60,15
5,0.1263,3,3,0,60,15
5,0.0155,8,8,1,60,15
22,0.1415,6,6,0,60,15
22,0.198,4,4,0,60,15
22,0.1873,5,5,0,60,15
22,0.1297,3,3,0,60,15
22,0.1172,8,8,2,60,15
21,0.0751,6,6,0,60,15
21,0.1114,4,4,0,60,15
21,0.1147,5,5,0,60,15
21,0.0831,3,3,0,60,15
21,0.1863,8,8,3,60,15
41,0.0278,6,6,1,60,15
41,0.0823,4,4,0,60,15
41,0.0743,5,5,0,60,15
41,0.0293,3,3,0,60,15
41,0.1509,8,8,3,60,15
27,0.053,6,6,2,60,15
27,0.0851,4,4,0,60,15
27,0.0891,5,5,0,60,15
27,0.0655,3,3,0,60,15
27,0.186,8,8,3,60,15
70,0.1431,6,6,3,60,15
70,0.1992,4,4,0,60,15
70,0.1802,5,5,0,60,15
70,0.1239,3,3,0,60,15
70,0.0429,8,8,3,60,15
5,0.163,6,6,3,60,15
5,0.2196,4,4,0,60,15
5,0.201,5,5,0,60,15
5,0.1442,3,3,0,60,15
5,0.0496,8,8,4,60,15
9,0.0883,6,6,3,60,15
9,0.1129,4,4,0,60,15
9,0.0868,5,5,0,60,15
9,0.0743,3,3,0,60,15
9,0.1233,8,8,5,60,15
15,0.0988,6,6,3,60,15
15,0.1503,4,4,0,60,15
15,0.1451,5,5,0,60,15
15,0.0944,3,3,1,60,15
15,0.1486,8,8,5,60,15
51,0.0594,6,6,3,60,15
51,0.111,4,4,0,60,15
51,0.1055,5,5,0,60,15
51,0.058,3,3,2,60,15
51,0.1495,8,8,5,60,15
16,0.0043,6,6,3,60,15
16,0.054,4,4,0,60,15
16,0.0442,5,5,0,60,15
16,0.0252,3,3,3,60,45
16,0.1647,8,8,5,60,15
51,0.0179,6,6,4,60,15
51,0.04,4,4,0,60,15
51,0.0329,5,5,0,60,15
51,0.0373,3,3,3,60,45
51,0.1767,8,8,5,60,15
36,0.1652,6,6,5,60,15
36,0.1949,4,4,0,60,15
36,0.1688,5,5,0,60,15
36,0.1473,3,3,3,60,45
36,0.1009,8,8,5,60,15
7,0.105,6,6,5,60,15
7,0.1605,4,4,0,60,15
7,0.1514,5,5,0,60,15
7,0.0957,3,3,3,60,45
7,0.1252,8,8,6,60,15
5,0.0884,6,6,6,60,45
